序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间
1633,海淀区,西三旗街道,清景园社区,超市,物美,清河永泰庄路,,,,周一至周日
1634,海淀区,西三旗街道,建材西里社区,超市,建材西里社区便民服务站,社区院内,,,提供日常用品销售服务,每天营业
1635,海淀区,西三旗街道,小营联合社区,超市,超市发超市,清河小营桥东160米,,,,
1636,海淀区,西三旗街道,知本时代社区,超市,1.社区生活超市,1.海淀区建材西二里知本时代会所,100096,52834503,方便居民购买日常生活用品,
1637,海淀区,西三旗街道,知本时代社区,超市,2.京客隆,2.海淀区建材城西路27号,,82918857,,
1638,海淀区,西三旗街道,怡清园社区,超市,怡清园好日子超市,一号楼底商,100192,62991191,各种水果蔬菜以及日用品,24小时
1639,海淀区,香山街道,六号院社区,超市,世纪华联超市,香山南路红旗村世纪华联超市,100093,,居民日常用品,周一至周日
1640,海淀区,香山街道,北炮社区,超市,世纪华联超市,香山南路红旗村世纪华联超市,100093,,为居民提供日用品服务,全天
1641,海淀区,香山街道,四王府社区,超市,四王府超市,香山厢白旗1号,100093,62591327,综合日用百货、食品等,周一至周五8:30-21:00
1642,海淀区,香山街道,四王府社区,超市,景明福超市,香山向阳新村村口,100093,62595568,综合日用百货、食品等,周一至周五8:30-21:00
1643,海淀区,香山街道,香山第二社区,超市,香山便利店,香山一棵松2号,100093,82590509,日常用品销售,周一至周日
1644,海淀区,学院路街道,林大社区,超市,消费合作社,清华东路35号,100083,62338162,零售,8:00-21:00
1645,海淀区,学院路街道,二里庄社区,超市,二里庄社区福园超市,北京市海淀区学院路二里庄小区内,100083,62329254,食品百货,
1646,海淀区,学院路街道,二里庄干休所社区,超市,快客超市二里庄店,二里庄干休所社区,100083,82377131,便民超市,24小时
1647,海淀区,学院路街道,地大二社区,超市,超市发学院路店,海淀区成府路13号,100083,62311274,,周一至周日8:30-21:30
1648,海淀区,学院路街道,北科大社区,超市,社区物美便民超市,学院路30号,100083,82370962,百货,7:00-23:00
1649,海淀区,学院路街道,东王庄社区,超市,北京海旭商贸中心,东王庄小区10号楼,100083,62316962,生鲜食品、日用百货,8：30-21：00
1650,海淀区,学院路街道,健翔园社区,超市,华欣超市,健翔园6号楼6-102,100083,82397729,日用百货销售,全天
1651,海淀区,学院路街道,矿大社区,超市,矿大商店,学院路丁11号学十楼西,100083,62331289,为社区居民提供食品杂货,早八点到晚八点
1652,海淀区,学院路街道,地质大院第一社区,超市,地质大学禾谷园超市,成府路20号,100083,13601357399,综合商品,7:00:-24：00
1653,海淀区,学院路街道,建清园社区,超市,建清园超市,建清园社区3号楼底商3号,100085,13801235176,,
1654,海淀区,学院路街道,富润社区,超市,蜜瓜超市,学院路6号富润家园1号楼C座底商,100083,,,
1655,海淀区,学院路街道,农大东区社区,超市,中国农业大学东校区伍福超市；年年喜乐超市,清华东路17号家属区,100083,82371656,日用百货,每天早9点至晚9点
1656,海淀区,学院路街道,志新社区,超市,物美大卖场,志新北里16号,100083,,百货、食品,8:30-21：00
1657,海淀区,学院路街道,六道口第二社区,超市,齐天府超市,静淑东里1号楼,100083,62396013,食品、百货,8:00--21:00
1658,海淀区,学院路街道,语言大学社区,超市,北京语言大学社区友谊超市,学院路15号北京语言大学社区,100083,82303374,综合百货,8:00-21:00
1659,海淀区,学院路街道,学知园社区,超市,好邻居,北京市海淀区学清路16号学知轩一层,100083,62952915,便民服务,24小时
1660,海淀区,学院路街道,十五所社区,超市,太极超市,十五所社区西区,100083,51615203,各种日用品及食品,周一至周日
1661,海淀区,燕园街道,畅春园社区,超市,北大超市发,畅春园社区西北角,100871,62758364,食品百货,
1662,海淀区,燕园街道,蔚秀园社区,超市,畅春园超市发,蔚秀园南门外,100871,62758364,食品、百货,早8时30分至晚8时30分
1663,海淀区,燕园街道,中关园社区,超市,红黄蓝超市,中关园社区小市场,100080,,蔬菜、水果、鸡蛋、小百货,全天
1664,海淀区,燕园街道,校内社区,超市,北大博实商店,北大燕南园南墙外,100871,62759018,食品、百货、餐饮等,每天7点-21点
1665,海淀区,羊坊店街道,玉南路9号社区,超市,福美佳超市,玉南路9号2号楼地下室,100038,68576315,小百货等,8：:00-20:30
1666,海淀区,羊坊店街道,海军机关大院社区,超市,万方超市,西三环中路19号,100841,66954047,食品、日用品,
1667,海淀区,羊坊店街道,复兴路23号社区,超市,复兴路23号社区军人服务社（小超市）,复兴路23号西大门北侧,100036,66851240,生活用品销售,每天6：00-21：00
1668,海淀区,羊坊店街道,电信局社区,超市,超市发,北蜂窝路西侧,100038,63977215,便民超市,8：00-21：00
1669,海淀区,羊坊店街道,电信局社区,超市,顺天府,北蜂窝路西侧,100038,63962825,便民超市,8：00-21：00
1670,海淀区,羊坊店街道,空二社区,超市,超市发超市,复兴路14号院,100843,66984730,日用百货、副食品,早8.30点至21点
1671,海淀区,羊坊店街道,科技部社区,超市,社区便民超市,柳林馆南里建行后面社区超市,100036,58884208,食品、用品,7：00-24：00
1672,海淀区,羊坊店街道,空一社区,超市,北京超市发公司蓝天店,复兴路14号,100843,66984730,百货零售,8：00-20：00
1673,海淀区,羊坊店街道,莲花小区,超市,1、浩德源超市2、世纪家家福超市3、莲花小区1-5门便利店4、海西翠超市,1、莲花小区2号楼1门南侧D12、莲花小区2号楼3门北侧D13、莲花小区1号楼5门北侧D14、莲花小区2号楼1门北侧东耳房,100036,1、639825272、639703343、639509484、63941978,日用百贷售卖,周一至周日早8点30至晚10点
1674,海淀区,羊坊店街道,空军机关大院第三社区,超市,空军蓝天超市发,海淀区复兴路14号院内,100843,66984730,综合超市,8：30—20：30
1675,海淀区,羊坊店街道,普惠南里社区,超市,普惠南里社区超市,海淀区普惠南里7号楼底商,100036,68235458,生活日用品,每日8:00-21:00
1676,海淀区,羊坊店街道,中联部社区,超市,好日子,复兴路乙四号东门,,83908389,,8:00-20:00
1677,海淀区,羊坊店街道,沄沄国际社区,超市,慧民超市、华联超市,莲宝路路口东南角/吴家场路路口,100036,63400615/13641152337,居民日常生活用品,上午9：00到晚上21：00
1678,海淀区,羊坊店街道,小马厂社区,超市,物美大卖场,社区周边,100038,,零售,
1679,海淀区,羊坊店街道,颐源居社区,超市,颐源居社区便民超市,翠微路4号会所地下一层,100036,51912271,日用百货,全天
1680,海淀区,永定路街道,二街坊西社区,超市,二西社区子辰星超市,永定路５７号２１９楼南平房,100039,68240716,日用百货、食品、烟酒,周一至周日
1681,海淀区,永定路街道,九街坊社区,超市,超市发五棵松店,海淀区西四环中路35号,100039,68764771,食品、百货,8:00-18:00
1682,海淀区,永定路街道,五街坊社区,超市,天客隆超市,海淀区永定路70号,100039,68765793,购物场所,
1683,海淀区,永定路街道,三街坊中社区,超市,佳佳服超市,海淀区玉泉路16号院319楼北平房,100039,,,
1684,海淀区,中关村街道,科春社区,超市,超市发,821楼南侧,100190,,,
1685,海淀区,中关村街道,白塔庵社区,超市,京客隆超市,中关村东路111号,,82130812,超市的各种经营,
1686,海淀区,中关村街道,东南社区,超市,京羽亮食品店,中关村916楼西侧平房,100086,62558687,食品零售,每日
1687,海淀区,中关村街道,黄庄社区,超市,爱民超市,818楼南侧平房,100190,,出售副食商品,
1688,海淀区,中关村街道,华清园社区,超市,华润超市,华清嘉园3号楼,100083,82867851,生活用品,周一至周七
1689,海淀区,中关村街道,软件社区,超市,物濂溢购超市,中关村333楼底商,100190,,零售业超市服务,每天
1690,海淀区,中关村街道,软件社区,超市,华欣超市,中关村甲334楼底商,,,零售业超市服务,每天
1691,海淀区,中关村街道,软件社区,超市,北京好利客超市,中关村327楼底商,,,零售业超市服务,每天
1692,海淀区,中关村街道,太阳园社区,超市,联华超市,太阳园会所13号楼负一层,100098,82130833,各类生活商品供应,每日：9：00-22:00
1693,海淀区,中关村街道,科馨社区,超市,超市发蓝润店,成府路150号,100083,62573655,综合超市,早8时至晚9时
1694,海淀区,中关村街道,新科祥园社区,超市,7-11连锁超市,中关村科学院南路21号甲4号3单元,100190,82521747,日用品、小食品、杂志、报刊零售，快餐供应。,24小时
1695,海淀区,中关村街道,科煦社区,超市,科煦社区便民超市,中关村南一条7号,100190,62555539,便利超市，便利服务,全天
1696,海淀区,中关村街道,西里社区,超市,双榆树西里超市发,双榆树西里9号,100086,,销售日用百货,9：00-21:00
1697,海淀区,紫竹院街道,北京理工大学社区,超市,北京理工大学职工消费合作超市,中关村南大街5号院内,100081,68913607,日用百货,每天
1698,海淀区,紫竹院街道,厂洼第一社区,超市,恒鲜超市,厂洼西街7号院一号楼,100089,68466319,负责超市经营管理工作,周一至周日
1699,海淀区,紫竹院街道,厂洼第一社区,超市,豆六超市,厂洼东二街,100089,68466319,负责超市经营管理工作,周一至周日
1700,海淀区,紫竹院街道,北外社区,超市,北外超市,北外东西院,100089,88816835,日用品，食品百货,周一到周日
1701,海淀区,紫竹院街道,厂洼二社区,超市,恒鲜超市,厂洼街7号院,100089,,,周一至周日
1702,海淀区,紫竹院街道,车南里社区,超市,实睿福乐超市,车南里社区商业A楼,100089,68430887,日用品，食品百货,周一到周日
1703,海淀区,紫竹院街道,兵器社区,超市,源水超市、全新超市,车道沟十号院东一楼北侧，十号院北门,100089,,肉、菜、蛋、奶、水果、杂粮食品超市,全天
1704,海淀区,紫竹院街道,驻区社区,超市,法宝超市,紫竹院31号华澳中心嘉慧院地下一二层,100089,51906813,销售生活用品,
1705,海淀区,紫竹院街道,军乐团社区,超市,军乐团社区超市,紫竹院路100号2号楼东侧,100089,66863044,百货、日用品、水果蔬菜等,周一至周日
1706,海淀区,紫竹院街道,航五院社区,超市,航五院社区超市发,中关村南大街31号院,100081,68197349,出售食品日用品等,周一至周日
1707,朝阳区,朝外街道,芳草地社区,超市,京客隆便利四店,芳草地西街8楼,100020,85611494,日用品、副食品,白天
1708,朝阳区,朝外街道,芳草地社区,超市,捷妮璐超市,日坛北路武警部队底商,100020,85630626,日用品、副食品,白天
1709,朝阳区,朝外街道,吉祥里社区,超市,华普超市,朝外大街19号,100020,65801188,日用品零售,9：00-21：00
1710,朝阳区,朝外街道,三丰里社区,超市,三丰里清真超市,三丰里22楼北侧,100020,13701190871,果蔬、生鲜、鲜花、粮油等,早8：00至晚20：00
1711,朝阳区,朝外街道,体东社区,超市,京客隆超市便民一店,工体东路13号楼,100020,65533869,社区超市,周一至周日8:00-22：00
1712,朝阳区,朝外街道,天福园社区,超市,沃尔玛超市,朝外大街12号,100020,65993320,购物,全天
1713,朝阳区,安贞街道,安贞里社区,超市,安贞商业大厦,安贞里二区1号楼,100029,64425204,综合超市,9:00-21：00
1714,朝阳区,安贞街道,安贞里社区,超市,7-11便利店,安贞里三区26楼底商,100029,64450401,饮食、杂志,全天
1715,朝阳区,安贞街道,安贞里社区,超市,7-11便利店,长新大厦,100029,64450401,饮食、杂志,全天
1716,朝阳区,安贞街道,安贞里社区,超市,联华快客便利超市有限公司安贞店,安贞里二区605群房,100029,64452080,综合超市,全天
1717,朝阳区,安贞街道,安贞西里社区,超市,京客隆便利店26号店,安贞西里1区16号楼底商,100029,64420095,综合性超市,9:00-20:30
1718,朝阳区,安贞街道,安贞西里社区,超市,京客隆便利店25号店,安贞西里二区19楼底商,100029,64428245,综合性超市,9:00-20:30
1719,朝阳区,安贞街道,安贞西里社区,超市,华联商厦地下超市,安贞西里5区4号楼底商,100029,64436880,综合性超市,9:15-21:30
1720,朝阳区,安贞街道,安贞西里社区,超市,联华快客超市,安贞西里4区16号楼底商,100029,64413596,百货,8:00-21:00
1721,朝阳区,安贞街道,安华里社区,超市,超市发超市,外馆东街23号院,100011,64250012,食品、百货、饮料,7-24点
1722,朝阳区,安贞街道,安华里社区,超市,7-11超市,外馆东街甲一号,100011,85285061,食品、百货、饮料,24小时
1723,朝阳区,安贞街道,安华西里社区,超市,北京京客隆商业集团有限公司华安商场,一区12号楼,100011,64252414,零售食品加工,8点至21点30
1724,朝阳区,安贞街道,安华西里社区,超市,北京家庭号商贸有限公司超市发安华西里店,二区2号楼,100011,64253960,零售食品加工,8点至23点30
